,Entity,Code,Year,Game/Tonnes,Duck/Tonnes,Horse /Tonnes,Goose and Guinea Fowl/Tonnes,Sheep and Goat/Tonnes,Beef and Buffalo/Tonnes,Pig/Tonnes,Poultry/Tonnes,Fish and Seafood/Tonnes,Rye/Tonnes,Wheat/Tonnes,Cereals/Tonnes,Barley/Tonnes
502,United Kingdom,GBR,1983,3041.0,17553.0,7546.0,850.0,287000.0,1038000.0,1007000.0,788293.0,858870.0,24000,10800000,21305600,9980000
503,United Kingdom,GBR,1984,3577.0,16800.0,6822.0,845.0,288000.0,1152000.0,947000.0,811445.0,877270.0,28000,14970000,26614000,11064000
504,United Kingdom,GBR,1985,3557.0,17143.0,5167.0,825.0,304000.0,1179000.0,970700.0,873901.0,936790.0,35000,12046000,22486000,9740000
505,United Kingdom,GBR,1986,3441.0,18353.0,4243.0,875.0,289544.0,1062037.0,983328.0,942670.0,970180.0,32000,13911000,24509000,10014000
506,United Kingdom,GBR,1987,4278.0,17920.0,3781.0,920.0,295694.0,1118256.0,1007081.0,986968.0,1010600.0,32000,11940000,21698000,9230000
507,United Kingdom,GBR,1988,5399.0,18632.0,2703.0,1000.0,321940.0,946101.0,1016593.0,1048190.0,985660.0,34000,11720000,21063000,8710000
508,United Kingdom,GBR,1989,5565.0,23687.0,2333.0,3125.0,366109.0,977789.0,939285.0,974091.0,1029310.0625,36000,14033000,22728932,8072655
509,United Kingdom,GBR,1990,5666.0,25114.0,1848.0,3357.0,370226.0,1001743.0,946080.0,988998.0,1067170.0,40000,14033000,22569000,7897000
510,United Kingdom,GBR,1991,5831.0,23044.0,1848.0,3121.0,385461.0,1019566.0,978980.0,1037221.0,1001980.0,49000,14362419,22629199,7624000
511,United Kingdom,GBR,1992,5900.0,28000.0,1848.0,2869.0,401000.0,973000.0,1002000.0,1233869.0,914490.0,37112,14093267,22057171,7360000
512,United Kingdom,GBR,1993,6000.0,28000.0,1925.0,2996.0,402000.0,888000.0,1023000.0,1295996.0,947520.0,29907,12890070,19481622,6038000
513,United Kingdom,GBR,1994,5799.0,28000.0,2156.0,3000.0,395000.0,947000.0,1061000.0,1364000.0,915180.0,43000,13314154,19945396,5945000
514,United Kingdom,GBR,1995,5500.0,30000.0,2310.0,2000.0,394000.0,1002000.0,1017000.0,1405000.0,832850.0,43000,14309981,21859745,6834000
515,United Kingdom,GBR,1996,5000.0,35000.0,2464.0,3000.0,373000.0,710000.0,1004000.0,1462000.0,868300.0,51000,16071178,24510178,7753000
516,United Kingdom,GBR,1997,4922.0,38000.0,2464.0,3000.0,342000.0,688000.0,1091000.0,1520000.0,850070.0,53000,15018248,23523248,7828000
517,United Kingdom,GBR,1998,4500.0,40000.0,2618.0,2700.0,375000.0,699000.0,1135000.0,1545900.0,803240.0,47000,15449029,22767929,6623000
518,United Kingdom,GBR,1999,5000.0,41000.0,3003.0,2900.0,392000.0,679000.0,1042000.0,1524800.0,802060.0,43000,14866478,22123808,6581000
519,United Kingdom,GBR,2000,5001.0,40500.0,3080.0,2900.0,383000.0,705000.0,899000.0,1513200.0,782150.0,44000,16703526,23988441,6492000
520,United Kingdom,GBR,2001,4985.0,47301.0,3080.0,2797.0,267000.0,645000.0,777000.0,1566828.0,777160.0,23000,11580107,18958946,6660000
521,United Kingdom,GBR,2002,4968.0,43540.0,3080.0,2783.0,307000.0,694000.0,774000.0,1556275.0,823310.0,29000,15972556,22965900,6128000
522,United Kingdom,GBR,2003,4952.0,43228.0,3080.0,2876.0,303000.0,699000.0,716000.0,1569489.0,811210.0,25200,14281852,21494212,6360000
523,United Kingdom,GBR,2004,4934.0,38538.0,3080.0,2923.0,312000.0,719000.0,708000.0,1563973.0,847080.0,32500,15473000,22009971,5799000
524,United Kingdom,GBR,2005,4917.0,41654.0,3080.0,2935.0,331000.0,762000.0,706000.0,1584409.0,845140.0,39500,14863000,20994000,5495000
525,United Kingdom,GBR,2006,4900.0,40520.0,3234.0,3085.0,333500.0,847281.0,696549.0,1516272.0,978390.0,42700,14755222,20840385,5239000
526,United Kingdom,GBR,2007,4883.0,35369.0,3080.0,2381.0,329500.0,882000.0,739000.0,1459259.0,929180.0,34200,13220620,19123516,5079000
527,United Kingdom,GBR,2008,4866.0,33082.0,3080.0,1950.0,331600.0,862000.0,740000.0,1429531.0,909060.0,31542,17227051,24282470,6144000
528,United Kingdom,GBR,2009,4850.0,29991.0,3080.0,2254.0,313100.0,833000.0,720253.0,1458989.0,959210.0,36000,14075596,21619013,6668000
529,United Kingdom,GBR,2010,4833.0,29600.0,3080.0,2000.0,286800.0,908000.0,758000.0,1569600.0,959210.0,38000,14877835,20946145,5252000
530,United Kingdom,GBR,2011,4800.0,33000.0,3080.0,2000.0,300700.0,936000.0,806000.0,1559000.0,959210.0,37000,15257083,21484952,5494000
531,United Kingdom,GBR,2012,4810.0,32000.0,3080.0,1735.0,275000.0,885000.0,825000.0,1608735.0,1990.5,33000,13261000,19515045,5522000
532,United Kingdom,GBR,2013,4805.0,30200.0,3110.0,1619.0,289000.0,847000.0,833000.0,1661819.0,1990.5,35000,11921304,20083467,7092000
533,United Kingdom,GBR,2014,4789.0,32100.0,3142.0,1929.0,298000.0,877000.0,863000.0,1648029.0,1990.5,55899,16606009,24468841,6911000
534,United Kingdom,GBR,2015,4763.0,29200.0,3173.0,2770.0,302000.0,885000.0,900000.0,1733970.0,1990.5,56534,16444000,24734564,7370000
535,United Kingdom,GBR,2016,4737.0,29600.0,3173.0,2932.0,291000.0,915000.0,919000.0,1806532.0,1990.5,48563,14383000,21964131,6655000
536,United Kingdom,GBR,2017,4738.0,30600.0,3165.0,3029.0,299000.0,905000.0,903000.0,1840629.0,1990.5,50890,14837000,23000066,7169000
537,United Kingdom,GBR,2018,4751.0,30400.0,2988.0,2944.0,289000.0,922000.0,927000.0,1940344.0,1990.5,95366,13555000,21084346,6510000
538,United Kingdom,GBR,2019,4744.0,27900.0,2955.0,2680.0,307000.0,914000.0,957000.0,1887580.0,1990.5,74850,16225000,25517303,8048000
539,United Kingdom,GBR,2020,4736.0,22300.0,2973.0,2528.0,296000.0,932000.0,984000.0,1951828.0,1990.5,72450,9658000,18961989,8117000
