,Entity,Code,Year,Game/Tonnes,Duck/Tonnes,Horse /Tonnes,Goose and Guinea Fowl/Tonnes,Sheep and Goat/Tonnes,Beef and Buffalo/Tonnes,Pig/Tonnes,Poultry/Tonnes,Fish and Seafood/Tonnes,Rye/Tonnes,Wheat/Tonnes,Cereals/Tonnes,Barley/Tonnes
315,Netherlands,NLD,1976,1000.0,1990.5,4600.0,1990.5,16800.0,392200.0,936025.0,313000.0,479770.0,65231,709585,1147603,263397
316,Netherlands,NLD,1986,0.0,7283.0,1948.0,1990.5,10891.0,539425.0,1443428.0,405091.0,544850.0,73541,661173,1121220,286554
317,Netherlands,NLD,1992,3000.0,10000.0,841.0,1990.5,17144.0,635000.0,1585477.0,575000.0,561970.0,67700,792250,1360650,355050
318,Netherlands,NLD,1993,2088.0,11000.0,792.0,1990.5,18267.0,611000.0,1746778.0,581000.0,496060.0,49300,835600,1285000,287750
319,Netherlands,NLD,1994,2010.0,11000.0,800.0,1990.5,16950.0,603000.0,1673300.0,613000.0,554910.0,38640,882174,1275159,257791
320,Netherlands,NLD,2000,1000.0,14225.0,823.0,1990.5,18536.0,471000.0,1622761.0,765925.0,502880.0,28616,882055,1274867,248531
321,Netherlands,NLD,2002,1200.0,12537.0,620.0,1990.5,16744.0,384000.0,1377121.0,756137.0,511770.0,26492,967300,1379392,247400
322,Netherlands,NLD,2003,1500.0,10899.0,541.0,1990.5,15658.0,365000.0,1252898.0,595899.0,476410.0,25674,1042914,1309118,176920
323,Netherlands,NLD,2004,2200.0,11901.0,507.0,1990.5,15105.0,386000.0,1298000.0,684378.0,530230.0,24650,1131329,1407092,191747
324,Netherlands,NLD,2005,0.0,18037.0,496.0,1990.5,13776.0,396008.0,1297281.0,704729.0,507240.0,19265,851034,1132319,197387
325,Netherlands,NLD,2007,1500.0,17012.0,597.0,1990.5,17767.0,385571.0,1289935.0,753012.0,458810.0,19468,940129,1263482,262191
326,Netherlands,NLD,1977,1990.5,4001.0,5050.0,1990.5,16028.0,385750.0,966800.0,318001.0,487080.0,24661,768850,1105446,261847
327,Netherlands,NLD,1978,1990.5,4733.0,4350.0,1990.5,16566.0,374700.0,1048425.0,314037.0,532880.0,28271,827139,1221241,302290
328,Netherlands,NLD,1979,1990.5,5046.0,4000.0,1990.5,18177.0,403100.0,1106674.0,320985.0,529430.0,33424,1046770,1367961,250712
329,Netherlands,NLD,1980,1990.5,4662.0,3300.0,1990.5,20856.0,418643.0,1125369.0,332516.0,522030.03125,36000,1076000,1388200,219000
330,Netherlands,NLD,1981,1990.5,5601.0,2600.0,1990.5,16508.0,437364.0,1194071.0,374701.0,510670.0,33515,944146,1339247,237921
331,Netherlands,NLD,1982,1990.5,6500.0,1944.0,1990.5,12730.0,420200.0,1211200.0,386121.0,550010.0,34395,1016791,1349658,204024
332,Netherlands,NLD,1983,1990.5,6500.0,1884.0,1990.5,11204.0,450268.0,1248310.0,363440.0,656720.0,41200,1035000,1466100,253000
333,Netherlands,NLD,1984,1990.5,5874.0,2003.0,1990.5,9541.0,514817.0,1306286.0,379539.0,623370.0,26500,981000,1354800,227600
334,Netherlands,NLD,1985,1990.5,5720.0,2561.0,1990.5,10734.0,510854.0,1411868.0,386502.0,571000.0,42500,1167000,1504900,202500
335,Netherlands,NLD,1987,1990.5,5399.0,1000.0,1990.5,10550.0,540000.0,1511000.0,420399.0,575210.0,38200,1268900,1659400,234800
336,Netherlands,NLD,1988,1990.5,6113.0,1000.0,1990.5,12600.0,507000.0,1631000.0,429113.0,518469.96875,27700,1063000,1450290,268290
337,Netherlands,NLD,1989,1990.5,7539.0,1000.0,1990.5,13650.0,486000.0,1606000.0,440539.0,592820.0,30300,1072000,1497400,214500
338,Netherlands,NLD,1990,1990.5,8600.0,907.0,1990.5,17032.0,521000.0,1661377.0,532600.0,600230.0,14000,851400,1367600,365000
339,Netherlands,NLD,1991,1990.5,9001.0,893.0,1990.5,16796.0,622802.0,1591130.0,547001.0,626760.0,29000,1142700,1732100,287800
340,Netherlands,NLD,1995,1990.5,11999.0,828.0,1990.5,15717.0,579972.0,1622074.0,640999.0,524270.03125,17000,990700,1671600,386800
341,Netherlands,NLD,1996,1990.5,12999.0,885.0,1990.5,18102.0,580100.0,1623971.0,715999.0,539390.0,16800,1056640,1655207,315300
342,Netherlands,NLD,1997,1990.5,14001.0,989.0,1990.5,15464.0,564700.0,1375578.0,731001.0,463690.0,17900,1130100,1739331,349067
343,Netherlands,NLD,1998,1990.5,14200.0,937.0,1990.5,16053.0,534700.0,1725049.0,761200.0,437880.0,16600,1223900,1748400,287600
344,Netherlands,NLD,1999,1990.5,15000.0,851.0,1990.5,17007.0,507600.0,1710743.0,758000.0,501360.0,10885,1174686,1705043,307100
345,Netherlands,NLD,2001,1990.5,12869.0,745.0,1990.5,19863.0,372000.0,1432470.0,770369.0,413900.0,10900,1184400,1674669,268700
346,Netherlands,NLD,2006,1990.5,17663.0,173.0,1990.5,15719.0,384000.0,1264897.0,696701.0,393390.0,11000,1018000,1547600,260000
347,Netherlands,NLD,2008,1990.5,16420.0,354.0,1990.5,14892.0,378383.0,1317705.0,762104.0,373960.0,8000,1366162,1963010,310200
348,Netherlands,NLD,2009,1990.5,18289.0,350.0,1990.5,15246.0,401752.0,1274980.0,839890.0,434360.0,11243,1402040,1994422,309619
349,Netherlands,NLD,2010,1990.5,17264.0,360.0,1990.5,14528.0,388610.0,1294000.0,855818.0,447180.0,10242,1369553,1803153,204444
350,Netherlands,NLD,2011,1990.5,17010.0,367.0,1990.5,14732.0,381559.0,1347166.0,915932.0,431870.0,6411,1175275,1609679,204702
351,Netherlands,NLD,2012,1990.5,17220.0,327.0,1990.5,14533.0,373531.0,1331731.0,966241.0,562590.0,9225,1302002,1730981,205912
352,Netherlands,NLD,2013,1990.5,13650.0,298.0,1990.5,13748.0,379100.0,1306950.0,1000074.0,562590.0,6706,1335105,1755536,208084
353,Netherlands,NLD,2014,1990.5,14897.0,371.0,1990.5,14280.0,376180.0,1370890.0,1022463.0,562590.0,7106,1304054,1700506,196925
354,Netherlands,NLD,2015,1990.5,16501.0,371.0,1990.5,14450.0,382520.0,1456220.0,1060420.0,502400.0,6161,1300085,1671654,229233
355,Netherlands,NLD,2016,1990.5,16144.0,376.0,1990.5,14360.0,416060.0,1452840.0,1102246.0,517880.0,5403,1016479,1355219,236231
356,Netherlands,NLD,2017,1990.5,17668.0,378.0,1990.5,14116.0,440639.0,1455677.0,1096490.0,537370.0,4385,1054151,1392686,204316
357,Netherlands,NLD,2018,1990.5,1990.5,1990.5,1990.5,14090.0,459210.0,1535920.0,1037790.0,577930.0,4340,961920,1315250,247500
358,Netherlands,NLD,2019,1990.5,1990.5,1990.5,1990.5,15530.0,424300.0,1628290.0,1036360.0,552640.0,5300,1130530,1541910,242370
359,Netherlands,NLD,2020,1990.5,1990.5,1990.5,1990.5,18540.0,432840.0,1661650.0,995750.0,507870.0,7590,931830,1364440,246190
360,Portugal,PRT,1961,1939.0,1990.5,2500.0,1990.5,20751.0,46239.0,84309.0,14715.0,563160.0,119248,429643,1483275,52051
361,Portugal,PRT,1962,1969.0,1990.5,2390.0,1990.5,21111.0,52251.0,79768.0,24439.0,507570.0,171446,645000,1764009,72100
362,Portugal,PRT,1963,2018.0,1990.5,2536.0,1990.5,20975.0,48930.0,80259.0,31962.0,460360.0,216017,591964,1665281,61167
363,Portugal,PRT,1964,2097.0,1990.5,2899.0,1990.5,24800.0,45597.0,75572.0,36785.0,462830.0,167442,471856,1537996,45531
364,Portugal,PRT,1965,2188.0,1990.5,2430.0,1990.5,25693.0,60903.0,75419.0,39125.0,439240.0,209080,612300,1595082,72013
365,Portugal,PRT,1966,2291.0,1990.5,2052.0,1990.5,23580.0,65095.0,81000.0,39402.0,446120.0,144611,323549,1347319,49700
366,Portugal,PRT,1967,2209.0,1990.5,1600.0,1990.5,23651.0,54672.0,87000.0,39679.0,478810.0,174837,651300,1790402,74200
367,Portugal,PRT,1968,1536.0,1990.5,1432.0,1990.5,20225.0,62233.0,95500.0,39966.0,430540.0,199179,762911,1941496,94300
368,Portugal,PRT,1969,1697.0,1990.5,1540.0,1990.5,21384.0,84858.0,102300.0,48522.0,377640.0,167279,470099,1555225,54800
369,Portugal,PRT,1970,1795.0,1990.5,1729.0,1990.5,22229.0,94106.0,93800.0,52700.0,345970.0,156954,564098,1676672,54400
370,Portugal,PRT,1971,1950.0,1990.5,2122.0,1990.5,20930.0,81152.0,97800.0,61748.0,307080.0,168459,808510,1928939,85000
371,Portugal,PRT,1972,2093.0,1990.5,1757.0,1990.5,20902.0,78553.0,105900.0,69486.0,252990.0,164400,620975,1669134,62600
372,Portugal,PRT,1973,2298.0,1990.5,1493.0,1990.5,24237.0,86197.0,111000.0,77654.0,244240.0,133797,533200,1529337,56800
373,Portugal,PRT,1974,2351.0,1990.5,1141.0,1990.5,24492.0,89462.0,115700.0,94133.0,271180.0,142834,546295,1524470,74700
374,Portugal,PRT,1975,2587.0,1990.5,1037.0,1990.5,24456.0,102323.0,129248.0,95000.0,263920.0,145900,610815,1602626,86700
375,Portugal,PRT,1976,2793.0,1990.5,988.0,1990.5,25561.0,85675.0,124621.0,110000.0,255790.0,164842,694137,1628897,117059
376,Portugal,PRT,1977,4099.0,1990.5,689.0,1990.5,26397.0,83848.0,140000.0,133773.0,250860.0,102727,229477,1017335,39597
377,Portugal,PRT,1978,4045.0,1990.5,825.0,1990.5,25812.0,96405.0,155000.0,117399.0,304970.0,122617,254700,1119802,44094
378,Portugal,PRT,1979,4186.0,1990.5,973.0,1990.5,21855.0,98630.0,160000.0,113309.0,320010.0,120170,252160,1134210,41150
379,Portugal,PRT,1980,4016.0,1990.5,982.0,1990.5,23925.0,102586.0,155000.0,145220.0,407230.0,138420,432775,1407823,53910
380,Portugal,PRT,1981,4198.0,1990.5,949.0,1990.5,23344.0,120882.0,177977.0,134550.0,391360.0,125740,318631,1089103,40815
381,Portugal,PRT,1982,4353.0,1990.5,1021.0,1990.5,25267.0,126923.0,178839.0,127750.0,348310.0,119440,427530,1291407,51478
382,Portugal,PRT,1983,4540.0,1990.5,1403.0,1990.5,26322.0,109662.0,175763.0,134350.0,333150.0,92462,329411,1145688,54294
383,Portugal,PRT,1984,4570.0,1990.5,1559.0,1990.5,25320.0,99433.0,183295.0,107465.0,329650.0,103440,467860,1469416,91184
384,Portugal,PRT,1985,4680.0,1990.5,1421.0,1990.5,24473.0,99772.0,174490.0,108264.0,331070.0,96860,397267,1379569,65311
385,Portugal,PRT,1986,4780.0,1990.5,1248.0,1990.5,25534.0,105004.0,171199.0,127163.0,302880.0,112393,501894,1656348,89722
386,Portugal,PRT,1987,4742.0,1990.5,1163.0,1990.5,25905.0,104608.0,199255.0,134386.0,298750.0,121682,534224,1719077,79548
387,Portugal,PRT,1988,4737.0,1990.5,1038.0,1990.5,27820.0,114568.0,183315.0,138546.0,273980.0,86112,405818,1465352,50821
388,Portugal,PRT,1989,4780.0,1990.5,1068.0,1990.5,27071.0,131111.0,210822.0,139931.0,269980.0,118975,618000,1833280,84437
389,Portugal,PRT,1990,5192.0,1990.5,919.0,1990.5,27811.0,116411.0,279323.0,129403.0,269100.0,96502,297691,1427010,78532
390,Portugal,PRT,1991,5228.0,1990.5,865.0,1990.5,30423.0,132689.0,262521.0,142000.0,233250.0,80358,618697,1789423,124104
391,Portugal,PRT,1992,5283.0,1990.5,784.0,1990.5,27469.0,127308.0,264588.0,199206.0,235360.0,69500,361963,1387311,63000
392,Portugal,PRT,1993,5465.0,1990.5,765.0,1990.5,26300.0,120426.0,307287.0,203128.0,216930.0,66727,421838,1478937,98500
393,Portugal,PRT,1994,5374.0,1990.5,651.0,1990.5,27287.0,95164.0,315625.0,220717.0,198430.0,63792,462536,1630319,96213
394,Portugal,PRT,1995,5264.0,1990.5,565.0,1990.5,26778.0,105016.0,305036.0,218255.0,201470.0,36263,359849,1394255,53058
395,Portugal,PRT,1996,4836.0,1990.5,699.0,1990.5,26175.0,100304.0,324583.0,231328.0,211140.0,53924,405826,1607468,69950
396,Portugal,PRT,1997,4655.0,1990.5,538.0,1990.5,27174.0,109538.0,330041.0,253045.0,220470.0,40689,329271,1509650,28792
397,Portugal,PRT,1998,4680.0,1990.5,598.0,1990.5,25641.0,96709.0,358610.0,280475.0,229000.0,32488,150938,1398328,26203
398,Portugal,PRT,1999,4244.0,1990.5,468.0,1990.5,24871.0,98214.0,373248.0,268589.0,227150.0,55615,352148,1655612,29304
399,Portugal,PRT,2000,4148.0,1990.5,372.0,1990.5,26258.0,100787.0,355422.0,273161.0,236970.0,46453,354710,1614404,36353
400,Portugal,PRT,2001,4200.0,1990.5,482.0,1990.5,24174.0,96312.0,342609.0,294567.0,263600.0,24195,153604,1303355,12597
401,Portugal,PRT,2002,4216.0,1990.5,341.0,1990.5,25889.0,106638.0,355956.0,287887.0,231600.0,34297,413031,1502831,20022
402,Portugal,PRT,2003,4243.0,1990.5,290.0,1990.5,24159.0,105772.0,354875.0,249564.0,205540.0,26955,149569,1191546,13028
403,Portugal,PRT,2004,4235.0,1990.5,245.0,1990.5,23569.0,119260.0,340279.0,268364.0,231270.0,27265,292866,1374973,26248
404,Portugal,PRT,2005,4240.0,1990.5,243.0,1990.5,23354.0,119019.0,352998.0,273583.0,224860.0,19747,81530,823082,26271
405,Portugal,PRT,2006,4242.0,1990.5,211.0,1990.5,24919.0,106087.0,365869.0,266617.0,208260.0,23803,249580,1197572,105552
406,Portugal,PRT,2007,4250.0,1990.5,200.0,1990.5,25968.0,91743.0,385864.0,291995.0,205790.0,22702,102258,1066037,80718
407,Portugal,PRT,2008,4235.0,1990.5,157.0,1990.5,22998.0,108540.0,404153.0,299937.0,194220.0,22214,203289,1311584,99827
408,Portugal,PRT,2009,4191.0,1990.5,149.0,1990.5,19446.0,102995.0,395970.0,309796.0,198090.0,19444,124146,1118225,72799
409,Portugal,PRT,2010,4212.0,1990.5,126.0,1990.5,19796.0,93159.0,407808.0,314027.0,194000.0,17553,82577,1019204,30620
410,Portugal,PRT,2011,4205.0,1990.5,178.0,1990.5,19643.0,96003.0,406814.0,310948.0,189560.0,18388,51003,1157421,21000
411,Portugal,PRT,2012,4198.0,1990.5,543.0,1990.5,19066.0,92988.0,384182.0,313826.0,189560.0,14784,58990,1178144,21151
412,Portugal,PRT,2013,4191.0,1990.5,547.0,1990.5,19071.0,84011.0,366414.0,314297.0,189560.0,18210,92014,1362407,32949
413,Portugal,PRT,2014,4181.0,1990.5,540.0,1990.5,10933.0,79843.0,381656.0,314185.0,957200.0,17629,98794,1333258,37914
414,Portugal,PRT,2015,4157.0,1990.5,606.0,1990.5,18843.0,88645.0,400296.0,329141.0,1025319.9375,15494,80393,1240203,44402
415,Portugal,PRT,2016,4169.0,1990.5,211.0,1990.5,18242.0,90704.0,399674.0,343176.0,1036470.0,15588,90017,1138085,46615
416,Portugal,PRT,2017,4164.0,1990.5,223.0,1990.5,16952.0,91187.0,377866.0,361365.0,1107190.0,14439,59610,1125906,55261
417,Portugal,PRT,2018,1990.5,10570.0,180.0,1990.5,16900.0,93790.0,383220.0,343860.0,1238990.0,17290,70110,1114440,62340
418,Portugal,PRT,2019,1990.5,10510.0,1990.5,1990.5,17920.0,92030.0,387920.0,350250.0,1241080.0,16790,77070,1163890,71650
419,Portugal,PRT,2020,1990.5,9620.0,1990.5,1990.5,15680.0,97780.0,379290.0,354190.0,1324230.0,17750,83500,1056070,61950
420,Spain,ESP,1961,9000.0,1990.5,7423.0,1990.5,114999.0,177546.0,239268.0,81500.0,1464570.0,351200,3438000,7501313,1743700
421,Spain,ESP,1962,9000.0,1990.5,7958.0,1990.5,114288.0,163160.0,245321.0,109600.0,1431980.0,452700,4819545,9274378,2161952
422,Spain,ESP,1963,9000.0,1990.5,7873.0,1990.5,114163.0,172467.0,311014.0,187400.0,1552170.0,423600,4865360,9418967,2070700
423,Spain,ESP,1964,9500.0,1990.5,7880.0,1990.5,128429.0,225438.0,316908.0,213600.0,1502940.0,346430,3981000,8306768,1926900
424,Spain,ESP,1965,10000.0,1990.5,8288.0,1990.5,133665.0,177462.0,266294.0,234400.0,1563340.0,348969,4719000,8872202,1891447
425,Spain,ESP,1966,10000.0,1990.5,6059.0,1990.5,132765.0,197863.0,366574.0,305600.0,1588650.0,325800,4881000,9233004,2006300
426,Spain,ESP,1967,10000.0,1990.5,6409.0,1990.5,133578.0,215208.0,416965.0,353350.0,1591660.0,335937,5654000,10671297,2575765
427,Spain,ESP,1968,10000.0,1990.5,7010.0,1990.5,131060.0,241421.0,419016.0,350540.0,1598280.0,355100,5315000,11583861,3440975
428,Spain,ESP,1969,11000.0,1990.5,6317.0,1990.5,129584.0,255786.0,436248.0,385800.0,1599200.0,344900,4626000,11452764,3877300
429,Spain,ESP,1970,12000.0,1990.5,6560.0,1990.5,139782.0,308159.0,491749.0,499000.0,1526340.0,258800,4062000,10258842,3103200
430,Spain,ESP,1971,12000.0,1990.5,6671.0,1990.5,136396.0,323620.0,475065.0,477000.0,1542150.0,271800,5449700,13686715,4784700
431,Spain,ESP,1972,12000.0,1990.5,6548.0,1990.5,137219.0,302500.0,461242.0,554000.0,1353300.0,263400,4562500,12076709,4358300
432,Spain,ESP,1973,12000.0,1990.5,5769.0,1990.5,143854.0,371200.0,588516.0,600000.0,1368980.0,252100,3967300,11641386,4402200
433,Spain,ESP,1974,11000.0,1990.5,4551.0,1990.5,155124.0,416000.0,710131.0,608000.0,1391690.0,254000,4534600,13275231,5404000
434,Spain,ESP,1975,11000.0,1990.5,4494.0,1990.5,148200.0,453600.0,601919.0,631000.0,1460970.0,240500,4302900,14206900,6728000
435,Spain,ESP,1976,12000.0,1990.5,4835.0,1990.5,145800.0,418100.0,648812.0,695600.0,1404070.0,213900,4436200,12771144,5472900
436,Spain,ESP,1977,12000.0,1990.5,5233.0,1990.5,144200.0,430800.0,734516.0,734600.0,1437310.0,227700,4064100,13949322,6766000
437,Spain,ESP,1978,10000.0,1990.5,6056.0,1990.5,142050.0,391120.0,803024.0,754600.0,1485020.0,250600,4806100,16339367,8068307
438,Spain,ESP,1979,14649.0,1990.5,5761.0,1990.5,131800.0,394300.0,939418.0,746700.0,1496370.0,221000,4082300,13884855,6251700
439,Spain,ESP,1980,14346.0,1990.5,6452.0,1990.5,182071.0,421549.0,1182308.0,761900.0,1531130.0,283900,6039500,18665639,8705000
440,Spain,ESP,1981,12626.0,1990.5,6392.0,1990.5,180529.0,417674.0,1224499.0,884800.0,1591200.0,212300,3408500,11576278,4757600
441,Spain,ESP,1982,14476.0,1990.5,5956.0,1990.5,192563.0,419926.0,1336365.0,853000.0,1522100.0,169100,4410300,13147918,5269800
442,Spain,ESP,1983,14253.0,1990.5,4933.0,1990.5,202078.0,421780.0,1342031.0,813000.0,1321320.0,252600,4267900,13758534,6662000
443,Spain,ESP,1984,14500.0,1990.5,5278.0,1990.5,206532.0,398418.0,1428660.0,789000.0,1289660.0,315100,6052300,21032473,10789100
444,Spain,ESP,1985,14500.0,1990.5,5308.0,1990.5,209775.0,400662.0,1387749.0,815200.0,1246520.0,272800,5328688,20972014,10698287
445,Spain,ESP,1986,14000.0,1990.5,4812.0,1990.5,211444.0,439661.0,1398642.0,759500.0,1212090.0,219882,4392000,16519723,7431014
446,Spain,ESP,1987,14000.0,1990.5,5363.0,1990.5,224993.0,449534.0,1489268.0,795100.0,1272460.0,318784,5791000,20697404,9836230
447,Spain,ESP,1988,14000.0,1990.5,5158.0,1990.5,231262.0,450277.0,1722334.0,827500.0,1405290.0,357000,6514100,23833792,12070000
448,Spain,ESP,1989,15300.0,1990.5,5241.0,1990.5,221595.0,459259.0,1703492.0,830936.0,1406320.0,331700,5468200,19697663,9393900
449,Spain,ESP,1990,15200.0,1990.5,5823.0,1990.5,233813.0,513898.0,1788848.0,836000.0,1444570.0,267300,4773500,18761569,9382100
450,Spain,ESP,1991,8600.0,1990.5,4569.0,1990.5,243603.0,509284.0,1877366.0,880100.0,1558430.0,236900,5467700,19472661,9262486
451,Spain,ESP,1992,7000.0,1990.5,4930.0,1990.5,232963.0,539418.0,1917770.0,858000.0,1500080.0,207291,4357506,14495661,6105000
452,Spain,ESP,1993,7679.0,1990.5,4869.0,1990.5,240572.0,488000.0,2088821.0,835620.0,1365380.0,333181,4972971,17495717,9700797
453,Spain,ESP,1994,7621.0,1990.5,6277.0,1990.5,241312.0,483734.0,2124085.0,873804.0,1395870.0,206700,4302340,15249059,7415500
454,Spain,ESP,1995,7434.0,1990.5,5794.0,1990.5,242057.0,508492.0,2174820.0,924315.0,1135750.0,168300,3138700,11593293,5046600
455,Spain,ESP,1996,7258.0,1990.5,5961.0,1990.5,237765.0,564602.0,2356150.0,887370.0,1156950.0,295700,6040500,22385973,10697000
456,Spain,ESP,1997,6000.0,1990.5,7568.0,1990.5,245064.0,592252.0,2401140.0,906300.0,1104790.0,211753,4676290,19344464,8549540
457,Spain,ESP,1998,6869.0,1990.5,6180.0,1990.5,249724.0,650727.0,2744362.0,1051000.0,1073760.0,207400,5436300,22579122,10895300
458,Spain,ESP,1999,6841.0,1990.5,5705.0,1990.5,238218.0,661068.0,2893000.0,1002000.0,1253990.0,219700,5083800,18010899,7434300
459,Spain,ESP,2000,6820.0,1990.5,6525.0,1990.5,248819.0,651093.0,2904615.0,990000.0,1101530.0,220044,7293623,24581639,11063008
460,Spain,ESP,2001,6814.0,1990.5,7004.0,1990.5,251176.0,650841.0,2989146.0,1036979.0,1171310.0,101452,5007698,18078871,6249139
461,Spain,ESP,2002,6830.0,1990.5,5747.0,1990.5,252143.0,678838.0,3070116.0,1210464.0,1197030.0,176556,6822160,21742198,8362328
462,Spain,ESP,2003,6873.0,1990.5,4777.0,1990.5,250395.0,706369.0,3189508.0,1208769.0,1227630.0,184400,6290100,21445314,8698400
463,Spain,ESP,2004,6913.0,1990.5,5001.0,1990.5,244836.0,713886.0,3076120.0,1103584.0,1281630.0,162718,7096724,24842578,10639817
464,Spain,ESP,2005,7061.0,1990.5,4711.0,1990.5,237748.0,715329.0,3168039.0,1104122.0,1191440.0,129096,4026694,14241390,4626059
465,Spain,ESP,2006,7000.0,1990.5,4974.0,1990.5,225869.0,670048.0,3235241.0,1086248.0,1211150.0,164997,5521582,19088631,8136389
466,Spain,ESP,2007,7500.0,1990.5,4990.0,1990.5,213736.0,620166.0,3439442.0,1155351.0,1344610.0,261369,6436359,24538959,11945319
467,Spain,ESP,2008,7448.0,1990.5,6303.0,1990.5,166238.0,658332.0,3484363.0,1107197.0,1262590.0,283212,6714300,23995338,11261100
468,Spain,ESP,2009,7372.0,1990.5,6366.0,1990.5,133254.0,598431.0,3290571.0,1205466.0,1193280.0,180666,4804772,17894933,7295934
469,Spain,ESP,2010,7250.0,1990.5,7111.0,1990.5,141854.0,606596.0,3368921.0,1245362.0,1264820.0,258380,5941197,19880013,8154392
470,Spain,ESP,2011,7200.0,1990.5,11265.0,1990.5,141729.0,604113.0,3469345.0,1355066.0,1264820.0,366700,6876657,22097143,8287073
471,Spain,ESP,2012,7200.0,1990.5,15606.0,1990.5,131699.0,591319.0,3466323.0,1367597.0,1264820.0,256675,5189828,17547278,5956300
472,Spain,ESP,2013,7200.0,1990.5,11668.0,1990.5,127201.0,580840.0,3431214.0,1278179.0,881440.0,384300,7744900,25366791,10005000
473,Spain,ESP,2014,7053.0,1990.5,11530.0,1990.5,122842.0,585218.0,3555606.0,1367618.0,931300.0,290970,6471400,20581146,6983109
474,Spain,ESP,2015,6801.0,1990.5,12940.0,1990.5,124984.0,626104.0,3854658.0,1373682.0,950800.0,331930,6362694,20149310,6705106
475,Spain,ESP,2016,6819.0,1990.5,13088.0,1990.5,126958.0,637013.0,4181091.0,1518298.0,960740.0,377355,7873135,24056790,9176159
476,Spain,ESP,2017,6786.0,1990.5,11034.0,1990.5,125827.0,643861.0,4298789.0,1515374.0,1031310.0625,139178,4875957,16653669,5785944
477,Spain,ESP,2018,1990.5,5470.0,10194.0,1990.5,130610.0,669010.0,4530480.0,1561570.0,1054140.0,404280,8322510,25348920,9554160
478,Spain,ESP,2019,1990.5,5600.0,9632.0,1990.5,131760.0,695170.0,4641160.0,1630610.0,1010930.0,261550,6041170,20589030,7744150
479,Spain,ESP,2020,1990.5,4650.0,1990.5,1990.5,125270.0,677740.0,5003430.0,1632010.0,1026040.0625,407620,8143510,27320900,11465350
480,United Kingdom,GBR,1961,2000.0,12300.0,2310.0,200.0,268190.0,907472.0,695022.0,324625.0,1069670.0,18289,2614000,9721851,5053833
481,United Kingdom,GBR,1962,3000.0,11100.0,2310.0,200.0,254952.0,919519.0,774291.0,333925.0,1093370.0,17178,3974000,11790944,5865657
482,United Kingdom,GBR,1963,3000.0,11100.0,2310.0,200.0,245921.0,946485.0,791499.0,335425.0,1096250.0,22353,3046000,11364849,6704914
483,United Kingdom,GBR,1964,3000.0,12300.0,2310.0,200.0,257042.0,878268.0,829967.0,358500.0,1074030.0,25401,3793000,12799102,7522834
484,United Kingdom,GBR,1965,3000.0,13600.0,2310.0,200.0,245864.0,834319.0,916469.0,377300.0,1128090.0,21337,4171000,13716688,8191000
485,United Kingdom,GBR,1966,3000.0,14800.0,2310.0,200.0,270987.0,868575.0,874521.0,425000.0,1075700.0,11177,3475645,13439265,8730350
486,United Kingdom,GBR,1967,3000.0,14800.0,3080.0,200.0,262641.0,923530.0,800180.0,462000.0,969610.0,12193,3903807,14649718,9221300
487,United Kingdom,GBR,1968,4000.0,16300.0,3080.0,400.0,247427.0,907603.0,835222.0,530800.0,1027189.9375,11177,3470000,13142810,8277503
488,United Kingdom,GBR,1969,4000.0,13800.0,3080.0,500.0,207881.0,873553.0,897294.0,556800.0,999090.0,11177,3364750,13580196,8670401
489,United Kingdom,GBR,1970,2000.0,13600.0,3080.0,500.0,228100.0,947000.0,920905.0,577900.0,1031900.0,13209,4237460,13267110,7534893
490,United Kingdom,GBR,1971,3100.0,15500.0,3080.0,600.0,226490.0,937000.0,983922.0,588100.0,909130.0,18289,4816560,14975270,8564794
491,United Kingdom,GBR,1972,3100.0,17000.0,3080.0,695.0,220990.0,905000.0,980526.0,660775.0,847840.0,19305,4781540,15533794,9251000
492,United Kingdom,GBR,1973,3200.0,17600.0,3080.0,995.0,233101.0,854000.0,980310.0,665440.0,882990.0,16000,5004535,15316018,9013000
493,United Kingdom,GBR,1974,3400.0,15500.0,3080.0,795.0,252381.0,1072000.0,977709.0,653260.0,912250.0,14000,6131587,16394537,9140100
494,United Kingdom,GBR,1975,3500.0,14000.0,3080.0,500.0,259020.0,1215000.0,816361.0,629352.0,852040.0,19000,4488000,13936000,8513000
495,United Kingdom,GBR,1976,3700.0,15000.0,5236.0,600.0,245100.0,1057000.0,851600.0,694227.0,845950.0,20000,4740000,13263000,7648000
496,United Kingdom,GBR,1977,3900.0,14000.0,8008.0,805.0,223000.0,1022000.0,905000.0,720181.0,898650.0,35404,5274163,16726567,10531000
497,United Kingdom,GBR,1978,3900.0,15000.0,6006.0,800.0,227500.0,1028000.0,877800.0,729357.0,857720.0,30000,6610000,17262000,9850000
498,United Kingdom,GBR,1979,3700.0,15000.0,4158.0,785.0,231000.0,1047000.0,935000.0,752497.0,954160.0,25000,7168000,17416895,9623000
499,United Kingdom,GBR,1980,3800.0,16206.0,4312.0,770.0,277000.0,1102000.0,926000.0,754389.0,946000.0,24000,8470000,19472785,10320000
500,United Kingdom,GBR,1981,3859.0,16125.0,6006.0,835.0,259000.0,1041000.0,925000.0,745850.0,914970.0,25000,8710000,19629000,10230000
501,United Kingdom,GBR,1982,3923.0,17445.0,8008.0,915.0,264000.0,965000.0,955000.0,807913.0,817620.0,25000,10320000,21919000,10960000
